time,city,temperature,humidity
2026-05-23 14:50:51.996704,Bangalore,22.5,79
2026-05-23 14:50:52.879985,Mumbai,35.4,73
2026-05-23 14:50:54.891899,Mumbai,34.7,80
2026-05-23 14:50:56.906462,Hyderabad,43.4,40
2026-05-23 14:50:57.011632,Vijayawada,20.9,59
2026-05-23 14:50:58.921689,Vijayawada,42.7,65
2026-05-23 14:51:00.936498,Bangalore,36.8,37
2026-05-23 14:51:02.033656,Chennai,26.0,65
2026-05-23 14:51:02.944401,Vijayawada,40.7,86
2026-05-23 14:51:04.954465,Chennai,39.4,77
2026-05-23 14:51:06.974342,Chennai,39.5,82
2026-05-23 14:51:07.045256,Delhi,26.8,58
2026-05-23 14:51:08.986337,Mumbai,35.7,81
2026-05-23 14:51:11.004974,Delhi,38.1,64
2026-05-23 14:51:12.074222,Hyderabad,23.0,85
2026-05-23 14:51:13.018138,Hyderabad,44.6,37
2026-05-23 14:51:15.040484,Bangalore,33.1,64
2026-05-23 14:51:17.057215,Hyderabad,43.1,40
2026-05-23 14:51:17.087560,Mumbai,29.8,89
2026-05-23 14:51:19.071829,Hyderabad,43.3,35
2026-05-23 14:51:21.086993,Vijayawada,44.2,54
2026-05-23 14:51:22.118424,Delhi,25.0,86
2026-05-23 14:51:23.096167,Hyderabad,43.0,40
2026-05-23 14:51:25.111754,Mumbai,35.9,72
2026-05-23 14:51:27.122039,Hyderabad,41.8,57
2026-05-23 14:51:27.126545,Hyderabad,37.7,68
2026-05-23 14:51:29.137379,Delhi,36.7,89
2026-05-23 14:51:31.148309,Hyderabad,39.3,63
2026-05-23 14:51:32.140840,Mumbai,27.6,60
2026-05-23 14:51:33.159110,Delhi,39.3,60
2026-05-23 14:51:35.169519,Hyderabad,43.0,54
2026-05-23 14:51:37.157926,Bangalore,36.8,50
2026-05-23 14:51:37.179842,Delhi,38.0,86
2026-05-23 14:51:39.189099,Delhi,41.2,58
2026-05-23 14:51:41.205355,Vijayawada,44.0,57
2026-05-23 14:51:42.174254,Mumbai,39.4,89
2026-05-23 14:51:43.215523,Mumbai,38.7,56
2026-05-23 14:51:45.225023,Bangalore,37.4,46
2026-05-23 14:51:47.185261,Chennai,41.6,53
2026-05-23 14:51:47.232701,Mumbai,36.6,61
2026-05-23 14:51:49.242344,Hyderabad,42.7,43
2026-05-23 14:51:51.256451,Hyderabad,39.8,72
2026-05-23 14:51:52.206317,Chennai,21.4,56
2026-05-23 14:51:53.270167,Mumbai,36.9,70
2026-05-23 14:51:55.278864,Hyderabad,40.8,72
2026-05-23 14:51:57.225521,Hyderabad,24.5,90
2026-05-23 14:51:57.286876,Hyderabad,44.9,35
2026-05-23 14:51:59.297871,Vijayawada,41.1,86
2026-05-23 14:52:01.313665,Chennai,43.8,50
2026-05-23 14:52:02.246011,Delhi,28.9,77
2026-05-23 14:52:03.340761,Delhi,35.6,88
2026-05-23 14:52:05.358846,Delhi,40.8,62
2026-05-23 14:52:07.259023,Delhi,35.2,85
2026-05-23 14:52:07.373129,Mumbai,40.0,44
2026-05-23 14:52:09.381320,Vijayawada,42.2,70
2026-05-23 14:52:11.392586,Mumbai,38.9,43
2026-05-23 14:52:12.292446,Chennai,37.6,64
2026-05-23 14:52:13.410864,Vijayawada,45.4,39
2026-05-23 14:52:15.426009,Hyderabad,43.9,44
2026-05-23 14:52:17.307074,Chennai,20.1,88
2026-05-23 14:52:17.458860,Delhi,36.0,86
2026-05-23 14:52:19.469506,Delhi,38.2,77
2026-05-23 14:52:21.483175,Bangalore,35.1,55
2026-05-23 14:52:22.338981,Vijayawada,25.5,55
2026-05-23 14:52:23.493740,Hyderabad,36.0,88
2026-05-23 14:52:25.506817,Bangalore,31.7,90
2026-05-23 14:52:27.349909,Mumbai,26.5,65
2026-05-23 14:52:27.517190,Chennai,42.3,64
2026-05-23 14:52:29.527097,Hyderabad,39.2,81
2026-05-23 14:52:31.535944,Bangalore,35.3,56
2026-05-23 14:52:32.378129,Mumbai,34.2,56
2026-05-23 14:52:33.547400,Delhi,37.0,88
2026-05-23 14:52:35.568115,Bangalore,30.7,87
2026-05-23 14:52:37.395553,Bangalore,39.4,49
2026-05-23 14:52:37.586313,Bangalore,31.0,82
2026-05-23 14:52:39.598198,Vijayawada,39.9,75
2026-05-23 14:52:41.614844,Chennai,42.9,57
2026-05-23 14:52:42.409770,Bangalore,39.8,75
2026-05-23 14:52:43.630018,Delhi,37.7,69
2026-05-23 14:52:45.639451,Mumbai,33.9,89
2026-05-23 14:52:47.435720,Vijayawada,22.6,48
2026-05-23 14:52:47.650123,Bangalore,32.8,85
2026-05-23 14:52:49.660616,Chennai,39.5,75
2026-05-23 14:52:51.681679,Delhi,36.5,89
2026-05-23 14:52:52.452141,Vijayawada,33.7,55
2026-05-23 14:52:53.687892,Chennai,39.3,85
2026-05-23 14:52:55.696510,Bangalore,34.4,67
2026-05-23 14:52:57.472458,Mumbai,25.5,86
2026-05-23 14:52:57.706323,Bangalore,35.1,52
2026-05-23 14:52:59.720463,Mumbai,34.9,85
2026-05-23 14:53:01.727616,Mumbai,34.7,86
2026-05-23 14:53:02.486370,Delhi,30.4,56
2026-05-23 14:53:03.737568,Chennai,40.6,71
2026-05-23 14:53:05.745819,Delhi,38.8,61
2026-05-23 14:53:07.498873,Delhi,30.7,89
2026-05-23 14:53:07.760660,Mumbai,34.0,80
2026-05-23 14:53:09.770518,Mumbai,41.6,37
2026-05-23 14:53:11.782759,Mumbai,40.3,36
2026-05-23 14:53:12.536373,Hyderabad,38.1,44
2026-05-23 14:53:13.792569,Delhi,39.3,72
2026-05-23 14:53:15.808482,Vijayawada,41.6,75
2026-05-23 14:53:17.552388,Delhi,37.0,62
2026-05-23 14:53:17.828667,Hyderabad,42.6,52
2026-05-23 14:53:19.843455,Chennai,39.2,88
2026-05-23 14:53:21.853636,Chennai,41.2,63
2026-05-23 14:53:22.581708,Vijayawada,37.1,59
2026-05-23 14:53:23.869523,Chennai,41.3,68
2026-05-23 14:53:25.882638,Chennai,39.7,66
2026-05-23 14:53:27.600353,Bangalore,28.5,76
2026-05-23 14:53:27.896239,Chennai,39.9,65
2026-05-23 14:53:29.904104,Mumbai,34.4,77
2026-05-23 14:53:31.915998,Mumbai,36.3,61
2026-05-23 14:53:32.615994,Delhi,29.3,66
2026-05-23 14:53:33.931476,Delhi,36.0,85
2026-05-23 14:53:35.946039,Mumbai,38.3,58
2026-05-23 14:53:37.628896,Hyderabad,38.2,71
2026-05-23 14:53:37.971292,Bangalore,33.3,71
2026-05-23 14:53:39.979633,Mumbai,38.4,43
2026-05-23 14:53:41.987172,Chennai,38.1,89
2026-05-23 14:53:42.663004,Mumbai,24.2,85
2026-05-23 14:53:44.003650,Vijayawada,43.3,49
2026-05-23 14:53:46.015965,Mumbai,33.5,87
2026-05-23 14:53:47.673370,Vijayawada,27.4,58
2026-05-23 14:53:48.025679,Hyderabad,38.0,80
2026-05-23 14:53:50.034114,Chennai,41.7,70
2026-05-23 14:53:52.048514,Vijayawada,38.2,90
2026-05-23 14:53:52.684679,Delhi,20.8,65
2026-05-23 14:53:54.081454,Chennai,38.3,84
2026-05-23 14:53:56.089039,Mumbai,39.2,60
2026-05-23 14:53:57.710222,Vijayawada,33.9,63
2026-05-23 14:53:58.101746,Delhi,40.9,58
2026-05-23 14:54:00.109883,Hyderabad,38.8,82
2026-05-23 14:54:02.119706,Hyderabad,43.2,43
2026-05-23 14:54:02.722517,Bangalore,23.4,70
2026-05-23 14:54:04.132634,Chennai,39.6,81
2026-05-23 14:54:06.151212,Hyderabad,42.6,52
2026-05-23 14:54:07.752271,Mumbai,36.1,67
2026-05-23 14:54:08.164308,Delhi,40.9,49
2026-05-23 14:54:10.173819,Vijayawada,41.2,79
2026-05-23 14:54:12.182626,Vijayawada,44.4,44
2026-05-23 14:54:12.765865,Chennai,20.9,83
2026-05-23 14:54:14.192714,Chennai,40.2,82
2026-05-23 14:54:16.221250,Vijayawada,43.6,62
2026-05-23 14:54:17.792528,Chennai,22.9,80
2026-05-23 14:54:18.233348,Bangalore,37.3,39
2026-05-23 14:54:20.244488,Vijayawada,43.6,56
2026-05-23 14:54:22.263104,Mumbai,37.7,59
2026-05-23 14:54:22.816317,Chennai,22.4,61
2026-05-23 14:54:24.270098,Mumbai,38.4,48
2026-05-23 14:54:26.279105,Bangalore,30.4,89
2026-05-23 14:54:27.830100,Vijayawada,27.6,62
2026-05-23 14:54:28.288245,Vijayawada,41.6,72
2026-05-23 14:54:30.299080,Hyderabad,41.5,47
2026-05-23 14:54:32.313079,Hyderabad,43.4,36
2026-05-23 14:54:32.838564,Vijayawada,30.9,40
2026-05-23 14:54:34.324893,Delhi,41.8,51
2026-05-23 14:54:36.336234,Bangalore,32.1,76
2026-05-23 14:54:37.852235,Vijayawada,33.8,73
2026-05-23 14:54:38.347504,Hyderabad,39.0,77
2026-05-23 14:54:40.356532,Delhi,43.5,40
2026-05-23 14:54:42.369362,Hyderabad,44.2,35
2026-05-23 14:54:42.888162,Vijayawada,33.4,87
2026-05-23 14:54:44.381299,Hyderabad,38.5,86
2026-05-23 14:54:46.388523,Mumbai,34.4,85
2026-05-23 14:54:47.906444,Mumbai,25.4,49
2026-05-23 14:54:48.402238,Vijayawada,40.9,68
2026-05-23 14:54:50.413665,Hyderabad,39.0,77
2026-05-23 14:54:52.426028,Bangalore,31.9,81
2026-05-23 14:54:52.921347,Hyderabad,35.7,42
2026-05-23 14:54:54.437203,Bangalore,38.0,38
2026-05-23 14:54:56.443721,Bangalore,32.6,89
2026-05-23 14:54:57.942788,Mumbai,35.6,68
2026-05-23 14:54:58.450221,Vijayawada,42.1,72
2026-05-23 14:55:00.467344,Chennai,40.5,69
2026-05-23 14:55:02.490510,Hyderabad,42.3,43
2026-05-23 14:55:02.958997,Chennai,38.2,43
2026-05-23 14:55:04.501634,Hyderabad,42.5,51
2026-05-23 14:55:06.508954,Vijayawada,40.9,64
2026-05-23 14:55:07.986269,Chennai,28.9,79
2026-05-23 14:55:08.518257,Vijayawada,43.4,50
2026-05-23 14:55:10.526692,Vijayawada,41.6,79
2026-05-23 14:55:12.545160,Mumbai,40.2,36
2026-05-23 14:55:13.000487,Bangalore,27.8,48
2026-05-23 14:55:14.559535,Hyderabad,38.4,69
2026-05-23 14:55:16.568281,Delhi,36.0,80
2026-05-23 14:55:18.040132,Bangalore,20.6,56
2026-05-23 14:55:18.597252,Vijayawada,41.8,65
2026-05-23 14:55:20.605975,Bangalore,32.9,84
2026-05-23 14:55:22.617708,Bangalore,38.5,41
2026-05-23 14:55:23.059484,Chennai,30.1,40
2026-05-23 14:55:24.625602,Delhi,37.9,67
2026-05-23 14:55:26.634087,Bangalore,36.5,44
2026-05-23 14:55:28.081412,Bangalore,31.6,40
2026-05-23 14:55:28.645189,Bangalore,32.5,81
2026-05-23 14:55:30.656591,Chennai,45.6,37
2026-05-23 14:55:32.667096,Chennai,41.6,49
2026-05-23 14:55:33.090475,Bangalore,28.5,58
2026-05-23 14:55:34.678711,Hyderabad,41.1,58
2026-05-23 14:55:36.694776,Delhi,39.2,73
2026-05-23 14:55:38.102787,Mumbai,22.7,73
2026-05-23 14:55:38.708737,Hyderabad,40.7,71
2026-05-23 14:55:40.721919,Hyderabad,37.9,73
2026-05-23 14:55:42.732130,Delhi,36.9,74
2026-05-23 14:55:43.112003,Bangalore,23.5,58
2026-05-23 14:55:44.743850,Chennai,40.6,76
2026-05-23 14:55:46.762873,Vijayawada,41.5,67
2026-05-23 14:55:48.125029,Mumbai,22.3,65
2026-05-23 14:55:48.772787,Hyderabad,38.2,80
2026-05-23 14:55:50.780817,Vijayawada,44.2,51
2026-05-23 14:55:52.793755,Chennai,41.9,49
2026-05-23 14:55:53.140660,Chennai,39.1,67
2026-05-23 14:55:54.801379,Hyderabad,42.0,40
2026-05-23 14:55:56.812148,Chennai,40.4,73
2026-05-23 14:55:58.163586,Hyderabad,37.3,81
2026-05-23 14:55:58.823641,Bangalore,31.1,90
2026-05-23 14:56:00.833374,Bangalore,35.0,57
2026-05-23 14:56:02.843891,Chennai,41.8,60
2026-05-23 14:56:03.180078,Hyderabad,22.9,87
2026-05-23 14:56:04.855660,Delhi,40.7,60
2026-05-23 14:56:06.902441,Vijayawada,43.9,54
2026-05-23 14:56:08.192392,Chennai,33.0,58
2026-05-23 14:56:08.911842,Delhi,39.5,68
2026-05-23 14:56:10.925336,Bangalore,36.7,42
2026-05-23 14:56:12.940830,Delhi,36.9,82
2026-05-23 14:56:13.216855,Bangalore,34.9,62
2026-05-23 14:56:14.953037,Mumbai,37.6,66
2026-05-23 14:56:16.964747,Vijayawada,40.8,71
2026-05-23 14:56:18.230879,Hyderabad,35.8,64
2026-05-23 14:56:18.978461,Bangalore,34.0,59
2026-05-23 14:56:20.996783,Delhi,36.2,87
2026-05-23 14:56:23.005110,Mumbai,35.9,85
2026-05-23 14:56:23.261327,Delhi,22.7,57
2026-05-23 14:56:25.011915,Mumbai,39.0,60
2026-05-23 14:56:27.024212,Delhi,44.2,35
2026-05-23 14:56:28.273223,Hyderabad,30.0,79
2026-05-23 14:56:29.036795,Bangalore,31.7,86
2026-05-23 14:56:31.060234,Bangalore,31.2,82
2026-05-23 14:56:33.070686,Delhi,38.2,72
2026-05-23 14:56:33.297404,Bangalore,25.3,80
2026-05-23 14:56:35.080198,Hyderabad,39.1,83
2026-05-23 14:56:37.100275,Delhi,38.9,62
2026-05-23 14:56:38.316446,Vijayawada,33.3,47
2026-05-23 14:56:39.144852,Hyderabad,41.3,54
2026-05-23 14:56:41.154557,Bangalore,36.6,54
2026-05-23 14:56:43.167369,Bangalore,33.5,74
2026-05-23 14:56:43.341,Mumbai,39.0,44
2026-05-23 14:56:45.181087,Chennai,42.2,50
2026-05-23 14:56:47.191505,Mumbai,35.9,82
2026-05-23 14:56:48.375824,Bangalore,25.4,88
2026-05-23 14:56:49.205970,Hyderabad,38.9,87
2026-05-23 14:56:51.217213,Hyderabad,37.7,85
2026-05-23 14:56:53.227883,Delhi,35.8,88
2026-05-23 14:56:53.390587,Mumbai,26.7,70
2026-05-23 14:56:55.246077,Hyderabad,40.4,67
2026-05-23 14:56:57.257934,Mumbai,35.5,78
2026-05-23 14:56:58.403458,Mumbai,37.7,44
2026-05-23 14:56:59.266757,Hyderabad,38.3,86
2026-05-23 14:57:01.277755,Mumbai,36.6,71
2026-05-23 14:57:03.290740,Hyderabad,38.6,89
2026-05-23 14:57:03.410624,Delhi,32.4,53
2026-05-23 14:57:05.301962,Mumbai,35.4,87
2026-05-23 14:57:07.349315,Chennai,45.7,39
2026-05-23 14:57:08.425013,Chennai,38.1,70
2026-05-23 14:57:09.366857,Hyderabad,41.6,52
2026-05-23 14:57:11.375907,Chennai,39.3,81
2026-05-23 14:57:13.397169,Delhi,37.8,79
2026-05-23 14:57:13.462379,Vijayawada,41.0,72
2026-05-23 14:57:15.406310,Mumbai,38.2,54
2026-05-23 14:57:17.413721,Hyderabad,37.1,81
2026-05-23 14:57:18.482434,Vijayawada,35.4,86
2026-05-23 14:57:19.424375,Bangalore,32.6,85
2026-05-23 14:57:21.436186,Hyderabad,38.1,85
2026-05-23 14:57:23.451050,Hyderabad,39.3,76
2026-05-23 14:57:23.499212,Chennai,27.7,78
2026-05-23 14:57:25.460389,Hyderabad,38.2,83
2026-05-23 14:57:27.472571,Mumbai,38.2,53
2026-05-23 14:57:28.507947,Vijayawada,33.0,51
2026-05-23 14:57:29.482790,Mumbai,38.6,66
2026-05-23 14:57:31.510255,Chennai,39.7,77
2026-05-23 14:57:33.517869,Vijayawada,41.7,59
2026-05-23 14:57:33.519260,Bangalore,40.8,81
2026-05-23 14:57:35.532033,Chennai,37.4,89
2026-05-23 14:57:37.544210,Vijayawada,39.0,88
2026-05-23 14:57:38.550431,Chennai,40.5,77
2026-05-23 14:57:39.552346,Vijayawada,46.3,40
2026-05-23 14:57:41.559743,Delhi,37.5,83
2026-05-23 14:57:43.575753,Chennai,43.1,58
2026-05-23 14:57:43.562903,Hyderabad,28.6,87
2026-05-23 14:57:45.589344,Mumbai,38.3,46
2026-05-23 14:57:47.599028,Delhi,36.6,83
2026-05-23 14:57:48.594547,Bangalore,28.6,50
2026-05-23 14:57:49.608893,Delhi,41.0,38
2026-05-23 14:57:51.618198,Mumbai,34.5,77
2026-05-23 14:57:53.605294,Delhi,22.8,74
2026-05-23 14:57:53.625817,Bangalore,34.4,69
2026-05-23 14:57:55.634272,Mumbai,35.7,73
2026-05-23 14:57:57.655118,Bangalore,31.3,81
2026-05-23 14:57:58.620940,Mumbai,41.8,64
2026-05-23 14:57:59.667087,Chennai,42.1,56
2026-05-23 14:58:01.677008,Hyderabad,42.3,46
2026-05-23 14:58:03.647923,Vijayawada,40.1,63
2026-05-23 14:58:03.701322,Delhi,39.1,63
2026-05-23 14:58:05.716341,Vijayawada,40.2,85
2026-05-23 14:58:07.725280,Mumbai,35.2,87
2026-05-23 14:58:08.662804,Vijayawada,27.2,84
2026-05-23 14:58:09.734146,Mumbai,38.2,50
2026-05-23 14:58:11.743971,Bangalore,33.8,62
2026-05-23 14:58:13.675698,Vijayawada,37.3,70
2026-05-23 14:58:13.769869,Vijayawada,44.1,46
2026-05-23 14:58:15.778500,Vijayawada,42.9,56
2026-05-23 14:58:17.788980,Bangalore,35.7,59
2026-05-23 14:58:18.693592,Delhi,24.3,73
2026-05-23 14:58:19.804892,Mumbai,35.6,67
2026-05-23 14:58:21.813824,Hyderabad,44.0,36
2026-05-23 14:58:23.709066,Mumbai,28.3,70
2026-05-23 14:58:23.820146,Mumbai,40.0,35
2026-05-23 14:58:25.830891,Chennai,39.3,74
2026-05-23 14:58:27.851878,Delhi,35.6,87
2026-05-23 14:58:28.719270,Chennai,29.8,84
2026-05-23 14:58:29.864065,Delhi,38.4,83
2026-05-23 14:58:31.871470,Vijayawada,43.3,66
2026-05-23 14:58:33.730960,Chennai,40.5,48
2026-05-23 14:58:33.880546,Bangalore,32.8,78
2026-05-23 14:58:35.889775,Mumbai,36.4,71
2026-05-23 14:58:37.910336,Hyderabad,37.5,89
2026-05-23 14:58:38.748528,Delhi,36.9,83
2026-05-23 14:58:39.921963,Vijayawada,39.7,76
2026-05-23 14:58:41.931507,Delhi,38.0,79
2026-05-23 14:58:43.765576,Mumbai,28.6,49
2026-05-23 14:58:43.946450,Delhi,39.6,60
2026-05-23 14:58:45.957594,Chennai,44.7,39
2026-05-23 14:58:47.977323,Bangalore,34.4,55
2026-05-23 14:58:48.775453,Vijayawada,21.5,42
2026-05-23 14:58:49.988205,Hyderabad,41.0,46
2026-05-23 14:58:51.999756,Bangalore,35.8,52
2026-05-23 14:58:53.793908,Bangalore,20.5,73
2026-05-23 14:58:54.011120,Bangalore,34.7,72
2026-05-23 14:58:56.019758,Delhi,38.6,63
2026-05-23 14:58:58.025222,Vijayawada,47.0,35
2026-05-23 14:58:58.806327,Vijayawada,33.6,85
2026-05-23 14:59:00.035646,Vijayawada,44.2,50
2026-05-23 14:59:02.057853,Delhi,39.9,62
2026-05-23 14:59:03.825208,Bangalore,21.9,70
2026-05-23 14:59:04.071747,Bangalore,31.7,85
2026-05-23 14:59:06.087525,Hyderabad,42.1,49
2026-05-23 14:59:08.096768,Chennai,39.9,66
2026-05-23 14:59:08.850098,Delhi,31.8,42
2026-05-23 14:59:10.122643,Hyderabad,43.6,44
2026-05-23 14:59:12.143830,Hyderabad,42.6,37
2026-05-23 14:59:13.866928,Delhi,22.7,83
2026-05-23 14:59:14.157185,Chennai,43.0,59
2026-05-23 14:59:16.166453,Chennai,39.2,86
2026-05-23 14:59:18.176378,Delhi,42.1,47
2026-05-23 14:59:18.877947,Chennai,30.0,75
2026-05-23 14:59:20.190150,Bangalore,31.5,83
2026-05-23 14:59:22.202633,Chennai,39.2,88
2026-05-23 14:59:23.889911,Bangalore,26.2,86
2026-05-23 14:59:24.236075,Vijayawada,42.5,73
2026-05-23 14:59:26.247765,Hyderabad,44.1,41
2026-05-23 14:59:28.256087,Hyderabad,38.6,68
2026-05-23 14:59:28.922469,Delhi,40.1,45
2026-05-23 14:59:30.269605,Bangalore,34.5,73
2026-05-23 14:59:32.290442,Delhi,38.4,76
2026-05-23 14:59:33.944188,Chennai,39.1,67
2026-05-23 14:59:34.304456,Hyderabad,42.4,40
2026-05-23 14:59:36.314605,Delhi,40.2,48
2026-05-23 14:59:38.327639,Hyderabad,43.4,47
2026-05-23 14:59:38.984552,Delhi,20.1,76
2026-05-23 14:59:40.340998,Chennai,44.0,43
2026-05-23 14:59:42.374323,Hyderabad,42.7,43
2026-05-23 14:59:43.999094,Delhi,40.2,81
2026-05-23 14:59:44.381881,Mumbai,35.8,71
2026-05-23 14:59:46.389538,Bangalore,31.8,81
2026-05-23 14:59:48.421366,Bangalore,38.4,38
2026-05-23 14:59:49.028154,Vijayawada,40.8,44
2026-05-23 14:59:50.434172,Chennai,45.0,41
2026-05-23 14:59:52.443158,Vijayawada,44.7,50
2026-05-23 14:59:54.058893,Hyderabad,23.5,44
2026-05-23 14:59:54.455155,Delhi,37.9,67
2026-05-23 14:59:56.459534,Delhi,39.8,67
2026-05-23 14:59:58.479335,Chennai,40.9,60
2026-05-23 14:59:59.067418,Delhi,31.1,80
2026-05-23 15:00:00.488211,Delhi,39.9,65
2026-05-23 15:00:02.499312,Mumbai,33.3,87
2026-05-23 15:00:04.097149,Hyderabad,23.9,66
2026-05-23 15:00:04.507080,Bangalore,34.5,60
2026-05-23 15:00:06.514662,Vijayawada,42.4,72
2026-05-23 15:00:08.547408,Delhi,41.9,48
2026-05-23 15:00:09.112694,Delhi,25.2,62
2026-05-23 15:00:10.554829,Vijayawada,43.2,64
2026-05-23 15:00:12.566374,Bangalore,34.4,53
2026-05-23 15:00:14.144910,Mumbai,38.2,53
2026-05-23 15:00:14.581439,Hyderabad,40.8,55
2026-05-23 15:00:16.594537,Mumbai,37.7,63
2026-05-23 15:00:18.606132,Delhi,39.4,71
2026-05-23 15:00:19.160121,Hyderabad,40.7,82
2026-05-23 15:00:20.618318,Bangalore,34.2,56
2026-05-23 15:00:22.629262,Chennai,41.9,69
2026-05-23 15:00:24.171085,Bangalore,21.8,47
2026-05-23 15:00:24.637077,Vijayawada,41.7,80
2026-05-23 15:00:26.648464,Bangalore,36.6,43
2026-05-23 15:00:28.659185,Hyderabad,41.5,45
2026-05-23 15:00:29.188321,Mumbai,20.2,63
2026-05-23 15:00:30.669148,Delhi,41.4,55
2026-05-23 15:00:32.677304,Mumbai,35.6,76
2026-05-23 15:00:34.202381,Delhi,38.7,88
2026-05-23 15:00:34.686066,Mumbai,41.5,39
2026-05-23 15:00:36.696685,Vijayawada,46.8,35
2026-05-23 15:00:38.707756,Bangalore,36.3,36
2026-05-23 15:00:39.212854,Vijayawada,21.8,82
2026-05-23 15:00:40.718522,Hyderabad,42.2,51
2026-05-23 15:00:42.731763,Vijayawada,45.1,45
2026-05-23 15:00:44.223279,Bangalore,41.3,54
2026-05-23 15:00:44.744968,Mumbai,37.2,71
2026-05-23 15:00:46.756145,Bangalore,31.9,80
2026-05-23 15:00:48.767594,Delhi,40.9,52
2026-05-23 15:00:49.230881,Chennai,39.8,71
2026-05-23 15:00:50.774996,Vijayawada,44.5,55
2026-05-23 15:00:52.784096,Vijayawada,43.9,49
2026-05-23 15:00:54.250750,Bangalore,25.2,55
2026-05-23 15:00:54.797705,Chennai,39.2,83
2026-05-23 15:00:56.834206,Vijayawada,43.8,52
2026-05-23 15:00:58.846979,Bangalore,31.5,82
2026-05-23 15:00:59.295662,Hyderabad,37.0,76
2026-05-23 15:01:00.861413,Bangalore,34.7,49
2026-05-23 15:01:02.886408,Hyderabad,38.7,80
2026-05-23 15:01:04.323762,Chennai,28.0,51
2026-05-23 15:01:04.897131,Hyderabad,43.7,35
2026-05-23 15:01:06.905061,Vijayawada,47.3,35
2026-05-23 15:01:08.917808,Mumbai,34.9,90
2026-05-23 15:01:09.341248,Mumbai,37.0,88
2026-05-23 15:01:10.936481,Vijayawada,41.1,70
2026-05-23 15:01:12.949076,Vijayawada,44.6,49
2026-05-23 15:01:14.366057,Mumbai,30.0,50
2026-05-23 15:01:14.961536,Chennai,40.8,75
2026-05-23 15:01:16.981047,Mumbai,36.5,82
2026-05-23 15:01:19.001797,Hyderabad,36.9,89
2026-05-23 15:01:19.396255,Mumbai,38.9,52
2026-05-23 15:01:21.021274,Chennai,43.7,38
2026-05-23 15:01:23.032652,Vijayawada,43.2,65
2026-05-23 15:01:24.415966,Chennai,37.9,49
2026-05-23 15:01:25.048034,Mumbai,38.2,51
2026-05-23 15:01:27.059601,Mumbai,36.9,68
2026-05-23 15:01:29.068403,Chennai,39.8,82
2026-05-23 15:01:29.418552,Mumbai,30.1,66
2026-05-23 15:01:31.076445,Chennai,41.8,62
2026-05-23 15:01:33.087631,Hyderabad,36.6,88
2026-05-23 15:01:34.427535,Delhi,27.1,69
2026-05-23 15:01:35.107843,Bangalore,36.2,59
2026-05-23 15:01:37.120575,Hyderabad,42.2,56
2026-05-23 15:01:39.131983,Hyderabad,41.2,62
2026-05-23 15:01:39.439495,Bangalore,22.2,83
2026-05-23 15:01:41.143099,Vijayawada,41.9,77
2026-05-23 15:01:43.154320,Hyderabad,41.5,58
2026-05-23 15:01:44.448549,Bangalore,36.7,42
2026-05-23 15:01:45.166726,Mumbai,37.1,76
2026-05-23 15:01:47.186148,Hyderabad,39.2,81
2026-05-23 15:01:49.195427,Bangalore,35.5,63
2026-05-23 15:01:49.479274,Hyderabad,40.3,49
2026-05-23 15:01:51.205983,Mumbai,39.5,51
2026-05-23 15:01:53.212783,Hyderabad,36.7,84
2026-05-23 15:01:54.494838,Delhi,37.7,55
2026-05-23 15:01:55.224970,Delhi,40.2,65
2026-05-23 15:01:57.237083,Bangalore,33.6,61
2026-05-23 15:01:59.246846,Hyderabad,42.6,36
2026-05-23 15:01:59.507566,Mumbai,40.6,53
2026-05-23 15:02:01.255786,Mumbai,33.8,82
2026-05-23 15:02:03.265256,Hyderabad,38.9,86
2026-05-23 15:02:04.522160,Vijayawada,37.2,69
2026-05-23 15:02:05.292199,Vijayawada,46.4,39
2026-05-23 15:02:07.298869,Bangalore,33.7,71
2026-05-23 15:02:09.309939,Hyderabad,42.6,38
2026-05-23 15:02:09.537902,Chennai,41.2,58
2026-05-23 15:02:11.319964,Mumbai,37.0,54
2026-05-23 15:02:13.331496,Hyderabad,40.5,57
2026-05-23 15:02:14.555110,Delhi,30.9,73
2026-05-23 15:02:15.342672,Bangalore,38.1,43
2026-05-23 15:02:17.359063,Bangalore,34.0,68
2026-05-23 15:02:19.370109,Bangalore,31.4,81
2026-05-23 15:02:19.567294,Delhi,30.5,75
2026-05-23 15:02:21.380620,Hyderabad,41.7,49
2026-05-23 15:02:23.391250,Vijayawada,43.3,50
2026-05-23 15:02:24.598070,Delhi,36.1,44
2026-05-23 15:02:25.420989,Hyderabad,42.7,51
2026-05-23 15:02:27.432839,Delhi,38.3,71
2026-05-23 15:02:29.445781,Vijayawada,42.5,68
2026-05-23 15:02:29.610008,Hyderabad,33.3,70
2026-05-23 15:02:31.457293,Delhi,43.3,41
2026-05-23 15:02:33.471716,Bangalore,39.1,35
2026-05-23 15:02:34.624234,Chennai,33.4,56
2026-05-23 15:02:35.493969,Vijayawada,43.6,57
2026-05-23 15:02:37.514539,Delhi,37.6,82
2026-05-23 15:02:39.520525,Bangalore,33.0,83
2026-05-23 15:02:39.655361,Mumbai,20.1,79
2026-05-23 15:02:41.531113,Chennai,41.2,76
2026-05-23 15:02:43.547167,Hyderabad,44.1,36
2026-05-23 15:02:44.670232,Chennai,39.6,67
2026-05-23 15:02:45.559672,Hyderabad,40.2,64
2026-05-23 15:02:47.570639,Mumbai,36.6,73
