time,city,temperature,humidity,condition,aqi,pm25,pm10,co,no2
2026-06-04 10:04:44,Hyderabad,35.18,32,Clouds,2,10.83,12.5,120.87,2.75
2026-06-04 10:04:45,Chennai,36.1,57,Clouds,1,4.85,6.77,145.9,7.33
2026-06-04 10:04:46,Bangalore,29.67,56,Clouds,1,3.59,5.52,159.75,6.45
2026-06-04 10:04:46,Kolkata,35.72,46,Clouds,4,73.09,103.96,287.17,2.5
2026-06-04 10:04:47,Vijayawada,40.89,26,Clouds,2,16.52,18.47,154.79,1.16
2026-06-04 10:04:48,Pune,32.65,46,Clouds,1,2.35,3.49,81.71,0.44
2026-06-04 10:04:48,Ahmedabad,42.29,24,Clear,2,9.45,27.86,101.58,0.87
2026-06-04 10:04:49,Jaipur,30.65,48,Clouds,2,13.81,29.84,110.29,0.62
2026-06-04 10:09:50,Delhi,41.81,16,Clear,3,26.75,47.94,208.44,1.1
2026-06-04 10:09:50,Mumbai,30.62,75,Clear,1,3.61,6.75,75.94,0.03
2026-06-04 10:09:51,Hyderabad,35.18,32,Clouds,2,10.83,12.5,120.87,2.75
2026-06-04 10:09:51,Chennai,35.88,58,Clouds,1,4.85,6.77,145.9,7.33
2026-06-04 10:09:52,Bangalore,29.67,56,Clouds,1,3.59,5.52,159.75,6.45
2026-06-04 10:09:52,Kolkata,35.72,46,Clouds,4,73.09,103.96,287.17,2.5
2026-06-04 10:09:53,Vijayawada,40.89,26,Clouds,2,16.52,18.47,154.79,1.16
2026-06-04 10:09:53,Pune,32.65,46,Clouds,1,2.35,3.49,81.71,0.44
2026-06-04 10:09:55,Ahmedabad,42.29,24,Clear,2,9.45,27.86,101.58,0.87
2026-06-04 10:09:56,Jaipur,30.65,48,Clouds,2,13.81,29.84,110.29,0.62
2026-06-04 10:14:57,Delhi,41.81,16,Rain,3,26.75,47.94,208.44,1.1
2026-06-04 10:14:57,Mumbai,30.62,75,Clear,1,3.61,6.75,75.94,0.03
2026-06-04 10:14:58,Hyderabad,35.18,32,Clouds,2,10.83,12.5,120.87,2.75
2026-06-04 10:14:59,Chennai,35.88,58,Clouds,1,4.85,6.77,145.9,7.33
2026-06-04 10:15:00,Bangalore,29.72,56,Clouds,1,3.59,5.52,159.75,6.45
2026-06-04 10:15:00,Kolkata,35.72,46,Clouds,4,73.09,103.96,287.17,2.5
2026-06-04 10:15:01,Vijayawada,40.89,26,Clouds,2,16.52,18.47,154.79,1.16
2026-06-04 10:15:02,Pune,32.65,46,Clouds,1,2.35,3.49,81.71,0.44
2026-06-04 10:15:03,Ahmedabad,42.29,24,Clear,2,9.45,27.86,101.58,0.87
2026-06-04 10:15:03,Jaipur,30.65,48,Clouds,2,13.81,29.84,110.29,0.62
2026-06-04 10:20:04,Delhi,41.81,16,Rain,3,26.75,47.94,208.44,1.1
2026-06-04 10:20:04,Mumbai,30.62,75,Clear,1,3.61,6.75,75.94,0.03
2026-06-04 10:20:05,Hyderabad,35.18,32,Clouds,2,10.83,12.5,120.87,2.75
2026-06-04 10:20:06,Chennai,35.37,58,Clouds,1,4.85,6.77,145.9,7.33
2026-06-04 10:20:06,Bangalore,29.72,56,Clouds,1,3.59,5.52,159.75,6.45
2026-06-04 10:20:07,Kolkata,35.72,46,Clouds,4,73.09,103.96,287.17,2.5
2026-06-04 10:20:07,Vijayawada,40.89,26,Clouds,2,16.52,18.47,154.79,1.16
2026-06-04 10:20:08,Pune,32.65,46,Clouds,1,2.35,3.49,81.71,0.44
2026-06-04 10:20:08,Ahmedabad,42.29,24,Clear,2,9.45,27.86,101.58,0.87
2026-06-04 10:20:09,Jaipur,30.65,48,Clouds,2,13.81,29.84,110.29,0.62
2026-06-04 10:25:10,Delhi,41.81,16,Rain,3,26.75,47.94,208.44,1.1
2026-06-04 10:25:11,Mumbai,30.62,75,Clear,1,3.61,6.75,75.94,0.03
2026-06-04 10:25:11,Hyderabad,35.18,32,Clouds,2,10.83,12.5,120.87,2.75
2026-06-04 10:25:12,Chennai,35.37,58,Clouds,1,4.85,6.77,145.9,7.33
2026-06-04 10:25:13,Bangalore,29.59,55,Clouds,1,3.59,5.52,159.75,6.45
2026-06-04 10:25:14,Kolkata,35.72,46,Clouds,4,73.09,103.96,287.17,2.5
2026-06-04 10:25:14,Vijayawada,40.89,26,Clouds,2,16.52,18.47,154.79,1.16
2026-06-04 10:25:15,Pune,32.65,46,Clouds,1,2.35,3.49,81.71,0.44
2026-06-04 10:25:16,Ahmedabad,42.29,24,Clear,2,9.45,27.86,101.58,0.87
2026-06-04 10:25:16,Jaipur,30.65,48,Clouds,2,13.81,29.84,110.29,0.62
2026-06-04 10:30:17,Delhi,41.81,16,Clear,3,26.75,47.94,208.44,1.1
2026-06-04 10:30:18,Mumbai,30.62,75,Clear,1,3.61,6.75,75.94,0.03
2026-06-04 10:30:18,Hyderabad,35.18,32,Clouds,2,10.83,12.5,120.87,2.75
2026-06-04 10:30:19,Chennai,35.03,59,Clouds,1,4.85,6.77,145.9,7.33
2026-06-04 10:30:20,Bangalore,29.59,55,Clouds,1,3.59,5.52,159.75,6.45
2026-06-04 10:30:21,Kolkata,35.72,46,Clouds,4,73.09,103.96,287.17,2.5
2026-06-04 10:30:21,Vijayawada,40.89,26,Clouds,2,16.52,18.47,154.79,1.16
2026-06-04 10:30:22,Pune,32.65,46,Clouds,1,2.35,3.49,81.71,0.44
2026-06-04 10:30:22,Ahmedabad,42.29,24,Clear,2,9.45,27.86,101.58,0.87
2026-06-04 10:30:23,Jaipur,30.65,48,Clouds,2,13.25,30.45,109.72,0.76
2026-06-04 10:35:24,Delhi,41.81,16,Clear,3,25.73,46.13,204.4,1.28
2026-06-04 10:35:24,Mumbai,30.62,75,Clear,1,3.64,6.77,75.82,0.03
2026-06-04 10:35:25,Hyderabad,35.18,32,Clouds,2,10.26,12.19,126.69,3.87
2026-06-04 10:35:26,Chennai,35.03,59,Clouds,1,6.25,9.26,186.77,11.46
2026-06-04 10:35:27,Bangalore,29.53,56,Clouds,1,3.48,5.37,163.82,6.88
2026-06-04 10:35:28,Kolkata,35.72,46,Clouds,4,66.91,97.52,268.54,2.79
2026-06-04 10:35:28,Vijayawada,40.29,27,Clouds,2,15.02,16.96,155.56,1.42
2026-06-04 10:35:29,Pune,32.65,46,Clouds,1,2.21,3.45,80.89,0.45
2026-06-04 10:35:30,Ahmedabad,42.29,24,Clear,2,9.04,27.21,101.54,1.05
2026-06-04 10:35:30,Jaipur,23.75,74,Clouds,2,13.25,30.45,109.72,0.76
2026-06-04 10:40:31,Delhi,41.85,15,Clear,3,25.73,46.13,204.4,1.28
2026-06-04 10:40:31,Mumbai,30.76,75,Clear,1,3.64,6.77,75.82,0.03
2026-06-04 10:40:32,Hyderabad,35.18,32,Clouds,2,10.26,12.19,126.69,3.87
2026-06-04 10:40:33,Chennai,34.99,60,Clouds,1,6.25,9.26,186.77,11.46
2026-06-04 10:40:33,Bangalore,29.53,56,Clouds,1,3.48,5.37,163.82,6.88
2026-06-04 10:40:34,Kolkata,35.88,47,Clouds,4,66.91,97.52,268.54,2.79
2026-06-04 10:40:34,Vijayawada,40.29,27,Clouds,2,15.02,16.96,155.56,1.42
2026-06-04 10:40:35,Pune,30.01,58,Clouds,1,2.21,3.45,80.89,0.45
2026-06-04 10:40:35,Ahmedabad,42.32,24,Clear,2,9.04,27.21,101.54,1.05
2026-06-04 10:40:36,Jaipur,23.75,74,Clouds,2,13.25,30.45,109.72,0.76
2026-06-04 10:45:37,Delhi,41.85,15,Clear,3,25.73,46.13,204.4,1.28
2026-06-04 10:45:38,Mumbai,30.76,75,Clear,1,3.64,6.77,75.82,0.03
2026-06-04 10:45:38,Hyderabad,35.24,32,Clouds,2,10.26,12.19,126.69,3.87
2026-06-04 10:45:39,Chennai,34.99,60,Clouds,1,6.25,9.26,186.77,11.46
2026-06-04 10:45:40,Bangalore,29.51,56,Clouds,1,3.48,5.37,163.82,6.88
2026-06-04 10:45:41,Kolkata,35.88,47,Clouds,4,66.91,97.52,268.54,2.79
2026-06-04 10:45:41,Vijayawada,40.29,27,Clouds,2,15.02,16.96,155.56,1.42
2026-06-04 10:45:42,Pune,30.01,58,Clouds,1,2.21,3.45,80.89,0.45
2026-06-04 10:45:43,Ahmedabad,42.32,24,Clear,2,9.04,27.21,101.54,1.05
2026-06-04 10:45:43,Jaipur,23.75,74,Clouds,2,13.25,30.45,109.72,0.76
2026-06-04 10:50:44,Delhi,41.85,15,Clear,3,25.73,46.13,204.4,1.28
2026-06-04 10:50:45,Mumbai,30.76,75,Clear,1,3.64,6.77,75.82,0.03
2026-06-04 10:50:45,Hyderabad,35.24,32,Clouds,2,10.26,12.19,126.69,3.87
2026-06-04 10:50:46,Chennai,34.99,60,Clouds,1,6.25,9.26,186.77,11.46
2026-06-04 10:50:47,Bangalore,29.51,56,Clouds,1,3.48,5.37,163.82,6.88
2026-06-04 10:50:47,Kolkata,35.88,47,Clouds,4,66.91,97.52,268.54,2.79
2026-06-04 10:50:48,Vijayawada,40.29,27,Clouds,2,15.02,16.96,155.56,1.42
2026-06-04 10:50:49,Pune,30.01,58,Clouds,1,2.21,3.45,80.89,0.45
2026-06-04 10:50:49,Ahmedabad,42.32,24,Clear,2,9.04,27.21,101.54,1.05
2026-06-04 10:50:50,Jaipur,23.75,74,Clouds,2,13.25,30.45,109.72,0.76
2026-06-04 10:55:51,Delhi,41.85,15,Clear,3,25.73,46.13,204.4,1.28
2026-06-04 10:55:52,Mumbai,30.76,75,Clear,1,3.64,6.77,75.82,0.03
2026-06-04 10:55:53,Hyderabad,35.24,32,Clouds,2,10.26,12.19,126.69,3.87
2026-06-04 10:55:54,Chennai,34.99,60,Clouds,1,6.25,9.26,186.77,11.46
2026-06-04 10:55:55,Bangalore,29.49,56,Clouds,1,3.48,5.37,163.82,6.88
2026-06-04 10:55:55,Kolkata,35.88,47,Clouds,4,66.91,97.52,268.54,2.79
2026-06-04 10:55:56,Vijayawada,40.29,27,Clouds,2,15.02,16.96,155.56,1.42
2026-06-04 10:55:57,Pune,30.01,58,Clouds,1,2.21,3.45,80.89,0.45
2026-06-04 10:55:58,Ahmedabad,42.32,24,Clear,2,9.04,27.21,101.54,1.05
2026-06-04 10:55:59,Jaipur,23.75,74,Clouds,2,13.25,30.45,109.72,0.76
2026-06-04 11:00:59,Delhi,41.85,15,Clear,3,25.73,46.13,204.4,1.28
2026-06-04 11:01:00,Mumbai,30.76,75,Clear,1,3.64,6.77,75.82,0.03
2026-06-04 11:01:01,Hyderabad,35.24,32,Clouds,2,10.26,12.19,126.69,3.87
2026-06-04 11:01:01,Chennai,34.66,60,Clouds,1,6.25,9.26,186.77,11.46
2026-06-04 11:01:02,Bangalore,29.49,56,Clouds,1,3.48,5.37,163.82,6.88
2026-06-04 11:01:02,Kolkata,35.88,47,Clouds,4,66.91,97.52,268.54,2.79
2026-06-04 11:01:03,Vijayawada,40.29,27,Clouds,2,15.02,16.96,155.56,1.42
2026-06-04 11:01:04,Pune,30.01,58,Clouds,1,2.21,3.45,80.89,0.45
2026-06-04 11:01:06,Ahmedabad,42.32,24,Clear,2,9.04,27.21,101.54,1.05
2026-06-04 11:01:06,Jaipur,23.75,74,Clouds,2,13.25,30.45,109.72,0.76
2026-06-04 11:06:07,Delhi,41.85,15,Clear,3,25.73,46.13,204.4,1.28
2026-06-04 11:06:08,Mumbai,30.76,75,Clear,1,3.64,6.77,75.82,0.03
2026-06-04 11:06:09,Hyderabad,35.24,32,Clouds,2,10.26,12.19,126.69,3.87
2026-06-04 11:06:10,Chennai,34.43,61,Clouds,1,6.25,9.26,186.77,11.46
2026-06-04 11:06:10,Bangalore,29.49,56,Clouds,1,4.23,6.85,190.34,9
2026-06-04 11:06:11,Kolkata,35.88,47,Clouds,4,66.91,97.52,268.54,2.79
2026-06-04 11:06:12,Vijayawada,40.29,27,Clouds,2,15.02,16.96,155.56,1.42
2026-06-04 11:06:13,Pune,30.01,58,Clouds,1,2.21,3.45,80.89,0.45
2026-06-04 11:06:13,Ahmedabad,42.32,24,Clear,2,9.04,27.21,101.54,1.05
2026-06-04 11:06:14,Jaipur,23.75,74,Clouds,2,13.25,30.45,109.72,0.76
2026-06-04 11:11:15,Delhi,41.85,15,Clear,3,25.73,46.13,204.4,1.28
2026-06-04 11:11:15,Mumbai,30.76,75,Clear,1,3.64,6.77,75.82,0.03
2026-06-04 11:11:16,Hyderabad,35.24,32,Clouds,2,10.26,12.19,126.69,3.87
2026-06-04 11:11:17,Chennai,34.46,60,Clouds,1,6.25,9.26,186.77,11.46
2026-06-04 11:11:17,Bangalore,29.6,56,Clouds,1,4.23,6.85,190.34,9
2026-06-04 11:11:18,Kolkata,35.88,47,Clouds,4,66.91,97.52,268.54,2.79
2026-06-04 11:11:18,Vijayawada,40.29,27,Clouds,2,15.02,16.96,155.56,1.42
2026-06-04 11:11:19,Pune,30.01,58,Clouds,1,2.21,3.45,80.89,0.45
2026-06-04 11:11:19,Ahmedabad,42.32,24,Clear,2,9.04,27.21,101.54,1.05
2026-06-04 11:11:20,Jaipur,23.75,74,Clouds,2,13.25,30.45,109.72,0.76
2026-06-04 11:26:17,Delhi,41.85,15,Clear,3,25.73,46.13,204.4,1.28
2026-06-04 11:26:17,Mumbai,30.76,75,Clear,1,3.64,6.77,75.82,0.03
2026-06-04 11:26:18,Hyderabad,35.24,32,Clouds,2,10.26,12.19,126.69,3.87
2026-06-04 11:26:19,Chennai,34.45,60,Clouds,1,6.25,9.26,186.77,11.46
2026-06-04 11:26:20,Bangalore,29.72,56,Clouds,1,3.48,5.37,163.82,6.88
2026-06-04 11:26:20,Kolkata,35.88,47,Clouds,4,66.91,97.52,268.54,2.79
2026-06-04 11:26:21,Vijayawada,40.29,27,Clouds,2,15.02,16.96,155.56,1.42
2026-06-04 11:26:22,Pune,30.01,58,Clouds,1,2.21,3.45,80.89,0.45
2026-06-04 11:26:22,Ahmedabad,42.32,24,Clear,2,9.04,27.21,101.54,1.05
2026-06-04 11:26:23,Jaipur,23.75,74,Clouds,2,13.25,30.45,109.72,0.76
2026-06-04 11:31:24,Delhi,41.85,15,Clear,3,25.73,46.13,204.4,1.28
2026-06-04 11:31:24,Mumbai,30.76,75,Clear,1,3.64,6.77,75.82,0.03
2026-06-04 11:31:25,Hyderabad,35.24,32,Clouds,2,10.26,12.19,126.69,3.87
2026-06-04 11:31:25,Chennai,34.64,60,Clouds,1,6.25,9.26,186.77,11.46
2026-06-04 11:31:26,Bangalore,29.62,57,Clouds,1,3.48,5.37,163.82,6.88
2026-06-04 11:31:26,Kolkata,35.88,47,Clouds,4,66.91,97.52,268.54,2.79
2026-06-04 11:31:27,Vijayawada,40.29,27,Clouds,2,15.02,16.96,155.56,1.42
2026-06-04 11:31:27,Pune,30.01,58,Clouds,1,2.21,3.45,80.89,0.45
2026-06-04 11:31:28,Ahmedabad,42.32,24,Clear,2,9.04,27.21,101.54,1.05
2026-06-04 11:31:28,Jaipur,23.75,74,Clouds,2,13.25,30.45,109.72,0.76
2026-06-04 11:36:29,Delhi,41.85,15,Clear,3,25.06,43.29,203.76,1.6
2026-06-04 11:36:30,Mumbai,30.69,77,Clear,1,3.73,7.03,75.95,0.04
2026-06-04 11:36:31,Hyderabad,35.01,33,Clouds,2,9.47,11.65,134.14,5.58
2026-06-04 11:36:32,Chennai,34.64,60,Clouds,1,7.35,11.26,227.54,17.01
2026-06-04 11:36:32,Bangalore,29.62,57,Clouds,1,3.4,5.34,171.08,7.98
2026-06-04 11:36:33,Kolkata,34.36,53,Clouds,4,64.17,94.14,258.65,3.04
2026-06-04 11:36:34,Vijayawada,38.13,33,Rain,2,13.82,15.92,158.31,1.83
2026-06-04 11:36:35,Pune,30.01,58,Clouds,1,2.06,3.33,80.85,0.54
2026-06-04 11:36:35,Ahmedabad,40.66,30,Clear,2,8.36,25.7,101.74,1.36
2026-06-04 11:36:36,Jaipur,23.75,74,Clouds,2,13.25,30.45,109.72,0.76
2026-06-04 11:41:36,Delhi,41.57,16,Clear,3,25.06,43.29,203.76,1.6
2026-06-04 11:41:37,Mumbai,30.69,77,Clear,1,3.73,7.03,75.95,0.04
2026-06-04 11:41:38,Hyderabad,35.01,33,Clouds,2,9.47,11.65,134.14,5.58
2026-06-04 11:41:38,Chennai,34.3,61,Clouds,1,7.35,11.26,227.54,17.01
2026-06-04 11:41:39,Bangalore,29.51,56,Clouds,1,3.4,5.34,171.08,7.98
2026-06-04 11:41:39,Kolkata,34.36,53,Clouds,4,64.17,94.14,258.65,3.04
2026-06-04 11:41:40,Vijayawada,38.13,33,Rain,2,13.82,15.92,158.31,1.83
2026-06-04 11:41:40,Pune,31.6,51,Clouds,1,2.06,3.33,80.85,0.54
2026-06-04 11:41:41,Ahmedabad,40.66,30,Clear,2,8.36,25.7,101.74,1.36
2026-06-04 11:41:41,Jaipur,25.28,65,Clouds,2,12.84,31.09,110.68,1.04
2026-06-04 11:46:42,Delhi,41.57,16,Clear,3,25.06,43.29,203.76,1.6
2026-06-04 11:46:43,Mumbai,30.69,77,Clear,1,3.73,7.03,75.95,0.04
2026-06-04 11:46:44,Hyderabad,35.01,33,Clouds,2,9.47,11.65,134.14,5.58
2026-06-04 11:46:45,Chennai,34.3,61,Clouds,1,7.35,11.26,227.54,17.01
2026-06-04 11:46:46,Bangalore,29.51,56,Clouds,1,3.4,5.34,171.08,7.98
2026-06-04 11:46:46,Kolkata,34.36,53,Clouds,4,64.17,94.14,258.65,3.04
2026-06-04 11:46:47,Vijayawada,38.13,33,Rain,2,13.82,15.92,158.31,1.83
2026-06-04 11:46:48,Pune,31.6,51,Clouds,1,2.06,3.33,80.85,0.54
2026-06-04 11:46:48,Ahmedabad,40.66,30,Clear,2,8.36,25.7,101.74,1.36
2026-06-04 11:46:49,Jaipur,25.28,65,Clouds,2,12.84,31.09,110.68,1.04
2026-06-04 11:51:50,Delhi,41.57,16,Clear,3,25.06,43.29,203.76,1.6
2026-06-04 11:51:50,Mumbai,30.69,77,Clear,1,3.73,7.03,75.95,0.04
2026-06-04 11:51:51,Hyderabad,35.01,33,Clouds,2,9.47,11.65,134.14,5.58
2026-06-04 11:51:51,Chennai,34.1,62,Clouds,1,7.35,11.26,227.54,17.01
2026-06-04 11:51:52,Bangalore,29.48,56,Clouds,1,3.4,5.34,171.08,7.98
2026-06-04 11:51:52,Kolkata,34.36,53,Clouds,4,64.17,94.14,258.65,3.04
2026-06-04 11:51:53,Vijayawada,38.13,33,Rain,2,13.82,15.92,158.31,1.83
2026-06-04 11:51:53,Pune,31.6,51,Clouds,1,2.06,3.33,80.85,0.54
2026-06-04 11:51:54,Ahmedabad,40.66,30,Clear,2,8.36,25.7,101.74,1.36
2026-06-04 11:51:54,Jaipur,25.28,65,Clouds,2,12.84,31.09,110.68,1.04
2026-06-04 11:56:55,Delhi,41.57,16,Clear,3,25.06,43.29,203.76,1.6
2026-06-04 11:56:56,Mumbai,30.69,77,Clear,1,3.73,7.03,75.95,0.04
2026-06-04 11:56:57,Hyderabad,35.01,33,Clouds,2,9.47,11.65,134.14,5.58
2026-06-04 11:56:57,Chennai,34.1,62,Clouds,1,7.35,11.26,227.54,17.01
2026-06-04 11:56:58,Bangalore,29.48,56,Clouds,1,3.4,5.34,171.08,7.98
2026-06-04 11:56:59,Kolkata,34.36,53,Clouds,4,64.17,94.14,258.65,3.04
2026-06-04 11:57:00,Vijayawada,38.13,33,Rain,2,13.82,15.92,158.31,1.83
2026-06-04 11:57:01,Pune,31.6,51,Clouds,1,2.06,3.33,80.85,0.54
2026-06-04 11:57:02,Ahmedabad,40.66,30,Clear,2,8.36,25.7,101.74,1.36
2026-06-04 11:57:03,Jaipur,25.28,65,Clouds,2,12.84,31.09,110.68,1.04
2026-06-04 12:02:03,Delhi,41.57,16,Clear,3,25.06,43.29,203.76,1.6
2026-06-04 12:02:04,Mumbai,30.69,77,Clear,1,3.73,7.03,75.95,0.04
2026-06-04 12:02:05,Hyderabad,35.01,33,Clouds,2,9.47,11.65,134.14,5.58
2026-06-04 12:02:05,Chennai,33.63,63,Clouds,1,7.35,11.26,227.54,17.01
2026-06-04 12:02:06,Bangalore,29.92,57,Clouds,1,3.4,5.34,171.08,7.98
2026-06-04 12:02:06,Kolkata,34.36,53,Clouds,4,64.17,94.14,258.65,3.04
2026-06-04 12:02:07,Vijayawada,38.13,33,Rain,2,13.82,15.92,158.31,1.83
2026-06-04 12:02:07,Pune,33.56,35,Clouds,1,2.06,3.33,80.85,0.54
2026-06-04 12:02:08,Ahmedabad,40.66,30,Clear,2,8.36,25.7,101.74,1.36
2026-06-04 12:02:09,Jaipur,25.28,65,Clouds,2,12.84,31.09,110.68,1.04
2026-06-04 12:07:10,Delhi,41.57,16,Clear,3,25.06,43.29,203.76,1.6
2026-06-04 12:07:11,Mumbai,30.69,77,Clear,1,3.73,7.03,75.95,0.04
2026-06-04 12:07:12,Hyderabad,35.01,33,Clouds,2,9.47,11.65,134.14,5.58
2026-06-04 12:07:13,Chennai,33.63,63,Clouds,1,7.35,11.26,227.54,17.01
2026-06-04 12:07:14,Bangalore,29.92,57,Clouds,1,3.4,5.34,171.08,7.98
2026-06-04 12:07:15,Kolkata,34.36,53,Clouds,4,64.17,94.14,258.65,3.04
2026-06-04 12:07:15,Vijayawada,38.13,33,Rain,2,13.82,15.92,158.31,1.83
2026-06-04 12:07:16,Pune,33.56,35,Clouds,1,2.06,3.33,80.85,0.54
2026-06-04 12:07:18,Ahmedabad,40.66,30,Clear,2,8.36,25.7,101.74,1.36
2026-06-04 12:07:18,Jaipur,25.28,65,Clouds,2,12.84,31.09,110.68,1.04
2026-06-04 12:12:19,Delhi,41.57,16,Clear,3,25.06,43.29,203.76,1.6
2026-06-04 12:12:20,Mumbai,30.69,77,Clear,1,3.73,7.03,75.95,0.04
2026-06-04 12:12:20,Hyderabad,35.01,33,Clouds,2,9.47,11.65,134.14,5.58
2026-06-04 12:12:21,Chennai,33.59,64,Clouds,1,7.35,11.26,227.54,17.01
2026-06-04 12:12:21,Bangalore,29.35,57,Clouds,1,3.4,5.34,171.08,7.98
2026-06-04 12:12:22,Kolkata,34.36,53,Clouds,4,64.17,94.14,258.65,3.04
2026-06-04 12:12:22,Vijayawada,38.13,33,Rain,2,13.82,15.92,158.31,1.83
2026-06-04 12:12:23,Pune,33.56,34,Clouds,1,2.06,3.33,80.85,0.54
2026-06-04 12:12:23,Ahmedabad,40.66,30,Clear,2,8.36,25.7,101.74,1.36
2026-06-04 12:12:24,Jaipur,25.28,65,Clouds,2,12.84,31.09,110.68,1.04
2026-06-04 12:14:10,Delhi,41.57,16,Clear,3,25.06,43.29,203.76,1.6
2026-06-04 12:14:10,Mumbai,30.69,77,Clear,1,3.73,7.03,75.95,0.04
2026-06-04 12:14:11,Hyderabad,35.01,33,Clouds,2,9.47,11.65,134.14,5.58
2026-06-04 12:14:11,Chennai,33.59,64,Clouds,1,7.35,11.26,227.54,17.01
2026-06-04 12:14:12,Bangalore,29.35,57,Clouds,1,3.4,5.34,171.08,7.98
2026-06-04 12:14:12,Kolkata,34.36,53,Clouds,4,64.17,94.14,258.65,3.04
2026-06-04 12:14:13,Vijayawada,38.13,33,Rain,2,13.82,15.92,158.31,1.83
2026-06-04 12:14:15,Pune,33.56,34,Clouds,1,2.06,3.33,80.85,0.54
2026-06-04 12:14:16,Ahmedabad,40.66,30,Clear,2,8.36,25.7,101.74,1.36
2026-06-04 12:14:17,Jaipur,25.28,65,Clouds,2,12.84,31.09,110.68,1.04
2026-06-04 12:19:18,Delhi,41.57,16,Clear,3,25.06,43.29,203.76,1.6
2026-06-04 12:19:18,Mumbai,30.69,77,Clear,1,3.73,7.03,75.95,0.04
2026-06-04 12:19:19,Hyderabad,35.01,33,Clouds,2,9.47,11.65,134.14,5.58
2026-06-04 12:19:20,Chennai,33.54,64,Clouds,1,7.35,11.26,227.54,17.01
2026-06-04 12:19:20,Bangalore,29.35,57,Clouds,1,4.18,6.88,199.59,10.34
2026-06-04 12:19:21,Kolkata,34.36,53,Clouds,4,64.17,94.14,258.65,3.04
2026-06-04 12:19:22,Vijayawada,38.13,33,Rain,2,13.82,15.92,158.31,1.83
2026-06-04 12:19:22,Pune,33.56,34,Clouds,1,2.06,3.33,80.85,0.54
2026-06-04 12:19:23,Ahmedabad,40.66,30,Clear,2,8.36,25.7,101.74,1.36
2026-06-04 12:19:24,Jaipur,25.28,65,Clouds,2,12.84,31.09,110.68,1.04
2026-06-04 12:24:24,Delhi,41.57,16,Clear,3,25.06,43.29,203.76,1.6
2026-06-04 12:24:25,Mumbai,30.69,77,Clear,1,3.73,7.03,75.95,0.04
2026-06-04 12:24:25,Hyderabad,35.01,33,Clouds,2,9.47,11.65,134.14,5.58
2026-06-04 12:24:26,Chennai,33.54,64,Clouds,1,7.35,11.26,227.54,17.01
2026-06-04 12:24:27,Bangalore,29.49,58,Clouds,1,4.18,6.88,199.59,10.34
2026-06-04 12:24:27,Kolkata,34.36,53,Clouds,4,64.17,94.14,258.65,3.04
2026-06-04 12:24:28,Vijayawada,38.13,33,Rain,2,13.82,15.92,158.31,1.83
2026-06-04 12:24:28,Pune,33,35,Clouds,1,2.06,3.33,80.85,0.54
2026-06-04 12:24:29,Ahmedabad,40.66,30,Clear,2,8.36,25.7,101.74,1.36
2026-06-04 12:24:30,Jaipur,25.28,65,Clouds,2,12.84,31.09,110.68,1.04
2026-06-04 12:40:57,Delhi,41.57,16,Clear,3,25.97,41.99,253.2,7.12
2026-06-04 12:40:57,Mumbai,30.46,78,Clear,1,3.84,7.48,76.3,0.04
2026-06-04 12:40:58,Hyderabad,34.03,35,Clouds,2,8.9,11.33,146.96,8.2
2026-06-04 12:40:59,Chennai,32.96,68,Clouds,1,8.24,12.92,265.89,22.81
2026-06-04 12:41:00,Bangalore,29.86,58,Clouds,1,3.6,5.87,182.37,9.47
2026-06-04 12:41:00,Kolkata,32.13,64,Clear,4,63.66,93.07,253.81,2.76
2026-06-04 12:41:01,Vijayawada,36.82,36,Clouds,2,14.08,16.95,174.24,3.2
2026-06-04 12:41:02,Pune,33.56,36,Clouds,1,1.91,3.18,81.62,0.75
2026-06-04 12:41:03,Ahmedabad,38.05,37,Clear,2,7.78,24.58,102.78,1.79
2026-06-04 12:41:03,Jaipur,25.28,65,Clouds,2,12.96,31.46,129.62,3.34
2026-06-04 12:46:04,Delhi,40.55,18,Clouds,3,25.97,41.99,253.2,7.12
2026-06-04 12:46:05,Mumbai,30.46,78,Clear,1,3.84,7.48,76.3,0.04
2026-06-04 12:46:05,Hyderabad,34.03,35,Clouds,2,8.9,11.33,146.96,8.2
2026-06-04 12:46:06,Chennai,32.96,68,Clouds,1,8.24,12.92,265.89,22.81
2026-06-04 12:46:06,Bangalore,29.59,56,Clouds,1,3.6,5.87,182.37,9.47
2026-06-04 12:46:07,Kolkata,32.13,64,Clear,4,63.66,93.07,253.81,2.76
2026-06-04 12:46:08,Vijayawada,36.82,36,Clouds,2,14.08,16.95,174.24,3.2
2026-06-04 12:46:08,Pune,29.75,58,Clouds,1,1.91,3.18,81.62,0.75
2026-06-04 12:46:09,Ahmedabad,38.05,37,Clear,2,7.78,24.58,102.78,1.79
2026-06-04 12:46:09,Jaipur,25.51,60,Clouds,2,12.96,31.46,129.62,3.34
2026-06-04 12:51:10,Delhi,40.55,18,Clouds,3,25.97,41.99,253.2,7.12
2026-06-04 12:51:11,Mumbai,30.46,78,Clear,1,3.84,7.48,76.3,0.04
2026-06-04 12:51:11,Hyderabad,34.03,35,Clouds,2,8.9,11.33,146.96,8.2
2026-06-04 12:51:12,Chennai,32.77,70,Clouds,1,8.24,12.92,265.89,22.81
2026-06-04 12:51:13,Bangalore,29.59,56,Clouds,1,3.6,5.87,182.37,9.47
